,score,component,cui,term,points
1231,hasbled,bleeding_medications,S-37118511000001104,Prafsia 5mg tablets,1
1232,hasbled,bleeding_medications,S-37118811000001104,Prafsia 10mg tablets,1
1233,hasbled,bleeding_medications,S-704465002,Ticagrelor 90mg tablets,1
1234,hasbled,bleeding_medications,S-32472211000001100,Ticagrelor 60mg tablets,1
1235,hasbled,bleeding_medications,S-34713411000001100,Ticagrelor 90mg orodispersible tablets sugar free,1
1236,hasbled,bleeding_medications,S-18290311000001100,Brilique 90mg tablets,1
1237,hasbled,bleeding_medications,S-32447511000001100,Brilique 60mg tablets,1
1238,hasbled,bleeding_medications,S-34672011000001100,Brilique 90mg orodispersible tablets,1
1239,hasbled,bleeding_medications,S-92511000001106,Tenoxicam 20mg tablets (A A H Pharmaceuticals Ltd),1
1240,hasbled,bleeding_medications,S-565511000001103,Tenoxicam 20mg tablets (Sandoz Ltd),1
1241,hasbled,bleeding_medications,S-602711000001108,Tenoxicam 20mg tablets (Alliance Healthcare (Distribution) Ltd),1
1242,hasbled,bleeding_medications,S-753111000001104,Tenoxicam 20mg tablets (Kent Pharmaceuticals Ltd),1
1243,hasbled,bleeding_medications,S-15229011000001100,Tenoxicam 20mg tablets (Sigma Pharmaceuticals Plc),1
1244,hasbled,bleeding_medications,S-21786211000001100,Tenoxicam 20mg tablets (Waymade Healthcare Plc),1
1245,hasbled,bleeding_medications,S-213111000001102,Mobiflex 20mg tablets (Mylan),1
1246,hasbled,bleeding_medications,S-589011000001106,Emflex 60mg capsules (Merck Serono Ltd),1
1247,hasbled,bleeding_medications,S-56411000001103,Synflex 275mg tablets (Roche Products Ltd),1
1248,hasbled,bleeding_medications,S-10961711000001100,Aceclofenac 100mg tablets (Sandoz Ltd),1
1249,hasbled,bleeding_medications,S-10961811000001100,Aceclofenac 100mg tablets (A A H Pharmaceuticals Ltd),1
1250,hasbled,bleeding_medications,S-10985211000001100,Aceclofenac 100mg tablets (Alliance Healthcare (Distribution) Ltd),1
1251,hasbled,bleeding_medications,S-13435511000001100,Aceclofenac 100mg tablets (Mylan),1
1252,hasbled,renal_disease,S-949901000000109,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2 (disorder),1
1253,hasbled,renal_disease,S-949921000000100,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3 (disorder),1
1254,hasbled,renal_disease,S-950101000000101,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3 (disorder),1
1255,hasbled,renal_disease,S-949421000000107,Chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A2 (disorder),1
1256,hasbled,renal_disease,S-949621000000109,Chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A3 (disorder),1
1257,hasbled,renal_disease,S-950251000000106,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1 (disorder),1
1258,hasbled,renal_disease,S-950291000000103,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2 (disorder),1
1259,hasbled,renal_disease,S-950231000000104,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3 (disorder),1
1260,hasbled,renal_disease,S-949481000000108,Chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A3 (disorder),1
1261,hasbled,bleeding_medications,S-30011211000001100,Celecoxib 100mg capsules (Mawdsley-Brooks & Company Ltd),1
1262,hasbled,bleeding_medications,S-30136411000001100,Celecoxib 100mg capsules (DE Pharmaceuticals),1
1263,hasbled,bleeding_medications,S-32397411000001100,Celecoxib 100mg capsules (Kent Pharmaceuticals Ltd),1
1264,hasbled,bleeding_medications,S-32496211000001100,Celecoxib 100mg capsules (Brown & Burk UK Ltd),1
1265,hasbled,bleeding_medications,S-33588711000001100,Celecoxib 100mg capsules (Mylan),1
1266,hasbled,bleeding_medications,S-35140711000001100,Celecoxib 100mg capsules (Milpharm Ltd),1
1267,hasbled,bleeding_medications,S-35906711000001100,Celecoxib 100mg capsules (Consilient Health Ltd),1
1268,hasbled,bleeding_medications,S-36751811000001104,Celecoxib 100mg capsules (Macleods Pharma UK Ltd),1
1269,hasbled,bleeding_medications,S-36859211000001104,Celecoxib 100mg capsules (Torrent Pharma (UK) Ltd),1
1270,hasbled,bleeding_medications,S-37893811000001104,Celecoxib 100mg capsules (Dawa Ltd),1
1271,hasbled,bleeding_medications,S-28000911000001100,Celecoxib 200mg capsules (Teva UK Ltd),1
1272,hasbled,bleeding_medications,S-28011911000001100,Celecoxib 200mg capsules (Upjohn UK Ltd),1
1273,hasbled,bleeding_medications,S-28039211000001100,Celecoxib 200mg capsules (Alliance Healthcare (Distribution) Ltd),1
1274,hasbled,bleeding_medications,S-28292911000001100,Celecoxib 200mg capsules (Zentiva),1
1275,hasbled,bleeding_medications,S-28378411000001100,Celecoxib 200mg capsules (Actavis UK Ltd),1
1276,hasbled,bleeding_medications,S-28378811000001100,Celecoxib 200mg capsules (A A H Pharmaceuticals Ltd),1
1277,hasbled,bleeding_medications,S-29784111000001100,Celecoxib 200mg capsules (Sigma Pharmaceuticals Plc),1
1278,hasbled,bleeding_medications,S-30011411000001100,Celecoxib 200mg capsules (Mawdsley-Brooks & Company Ltd),1
1279,hasbled,bleeding_medications,S-30136611000001100,Celecoxib 200mg capsules (DE Pharmaceuticals),1
1280,hasbled,bleeding_medications,S-32496411000001100,Celecoxib 200mg capsules (Brown & Burk UK Ltd),1
1281,hasbled,bleeding_medications,S-33588911000001100,Celecoxib 200mg capsules (Mylan),1
1282,hasbled,bleeding_medications,S-34584911000001100,Celecoxib 200mg capsules (Milpharm Ltd),1
1283,hasbled,bleeding_medications,S-35906911000001100,Celecoxib 200mg capsules (Consilient Health Ltd),1
1284,hasbled,bleeding_medications,S-36741411000001104,Celecoxib 200mg capsules (Macleods Pharma UK Ltd),1
1285,hasbled,bleeding_medications,S-36859611000001104,Celecoxib 200mg capsules (Torrent Pharma (UK) Ltd),1
1286,hasbled,bleeding_medications,S-37894011000001104,Celecoxib 200mg capsules (Dawa Ltd),1
1287,hasbled,bleeding_medications,S-18711000001102,Celebrex 100mg capsules (Upjohn UK Ltd),1
1288,hasbled,bleeding_medications,S-878111000001108,Celebrex 200mg capsules (Upjohn UK Ltd),1
1289,hasbled,bleeding_medications,S-17061411000001100,Lornoxicam 8mg tablets (Special Order),1
1290,hasbled,bleeding_medications,S-828011000001106,Piroxicam 10mg dispersible tablets (A A H Pharmaceuticals Ltd),1
1291,hasbled,bleeding_medications,S-276611000001107,Piroxicam 20mg dispersible tablets (Mylan),1
1292,hasbled,bleeding_medications,S-451911000001107,Piroxicam 20mg dispersible tablets (Alliance Healthcare (Distribution) Ltd),1
1293,hasbled,bleeding_medications,S-497711000001109,Piroxicam 20mg dispersible tablets (A A H Pharmaceuticals Ltd),1
1294,hasbled,bleeding_medications,S-878611000001100,Piroxicam 20mg dispersible tablets (Kent Pharmaceuticals Ltd),1
1295,hasbled,bleeding_medications,S-235611000001100,Feldene 10mg capsules (Pfizer Ltd),1
1296,hasbled,bleeding_medications,S-90611000001109,Feldene 20 capsules (Pfizer Ltd),1
1297,hasbled,bleeding_medications,S-126111000001103,Feldene 20mg dispersible tablets (Pfizer Ltd),1
1298,hasbled,bleeding_medications,S-192711000001106,Feldene Melt 20mg tablets (Pfizer Ltd),1
1299,hasbled,bleeding_medications,S-17811000001106,Brexidol 20mg tablets (Chiesi Ltd),1
1300,hasbled,bleeding_medications,S-3671411000001100,Sulindac 100mg tablets (A A H Pharmaceuticals Ltd),1
1301,hasbled,bleeding_medications,S-3671811000001100,Sulindac 100mg tablets (Mylan),1
1302,hasbled,bleeding_medications,S-3673711000001100,Sulindac 100mg tablets (Kent Pharmaceuticals Ltd),1
1303,hasbled,bleeding_medications,S-3674511000001100,Sulindac 100mg tablets (Alliance Healthcare (Distribution) Ltd),1
1304,hasbled,bleeding_medications,S-13583611000001100,Sulindac 100mg tablets (DE Pharmaceuticals),1
1305,hasbled,bleeding_medications,S-17412711000001100,Sulindac 100mg tablets (Essential Generics Ltd),1
1306,hasbled,bleeding_medications,S-3675211000001100,Sulindac 200mg tablets (A A H Pharmaceuticals Ltd),1
1307,hasbled,bleeding_medications,S-3675511000001100,Sulindac 200mg tablets (Mylan),1
1308,hasbled,bleeding_medications,S-3675811000001100,Sulindac 200mg tablets (Kent Pharmaceuticals Ltd),1
1309,hasbled,bleeding_medications,S-3676211000001100,Sulindac 200mg tablets (Alliance Healthcare (Distribution) Ltd),1
1310,hasbled,bleeding_medications,S-13583811000001100,Sulindac 200mg tablets (DE Pharmaceuticals),1
1311,hasbled,bleeding_medications,S-17415011000001100,Sulindac 200mg tablets (Essential Generics Ltd),1
1312,hasbled,bleeding_medications,S-308411000001108,Surgam 300mg tablets (Sanofi),1
1313,hasbled,bleeding_medications,S-495411000001109,Surgam SA 300mg capsules (Sanofi),1
1314,hasbled,bleeding_medications,S-212611000001100,Nabumetone 500mg tablets (Kent Pharmaceuticals Ltd),1
1315,hasbled,bleeding_medications,S-282011000001105,Nabumetone 500mg tablets (A A H Pharmaceuticals Ltd),1
1316,hasbled,bleeding_medications,S-351111000001101,Nabumetone 500mg tablets (Mylan),1
1317,hasbled,bleeding_medications,S-436011000001102,Nabumetone 500mg tablets (Alliance Healthcare (Distribution) Ltd),1
1318,hasbled,bleeding_medications,S-635011000001109,Nabumetone 500mg tablets (Teva UK Ltd),1
1319,hasbled,bleeding_medications,S-330170001,Celecoxib 100mg capsules,1
1320,hasbled,bleeding_medications,S-330169002,Celecoxib 200mg capsules,1
1321,hasbled,bleeding_medications,S-408602008,Lornoxicam 8mg tablets,1
1322,hasbled,bleeding_medications,S-407907003,Etoricoxib 60mg tablets,1
1323,hasbled,bleeding_medications,S-407908008,Etoricoxib 90mg tablets,1
1324,hasbled,bleeding_medications,S-407909000,Etoricoxib 120mg tablets,1
1325,hasbled,bleeding_medications,S-13132911000001100,Etoricoxib 30mg tablets,1
1326,hasbled,bleeding_medications,S-418352003,Dexibuprofen 300mg tablets,1
1327,hasbled,bleeding_medications,S-418855005,Dexibuprofen 400mg tablets,1
1328,hasbled,bleeding_medications,S-14606211000001100,Ibuprofen sodium dihydrate 200mg tablets,1
1329,hasbled,bleeding_medications,S-14606311000001100,Ibuprofen sodium dihydrate 400mg tablets,1
1330,hasbled,bleeding_medications,S-36566511000001104,Diclofenac sodium 25mg gastro-resistant tablets,1
1331,hasbled,bleeding_medications,S-329587009,Diclofenac sodium 50mg gastro-resistant tablets,1
1332,hasbled,bleeding_medications,S-36563711000001104,Diclofenac sodium 100mg modified-release tablets,1
1333,hasbled,bleeding_medications,S-329591004,Diclofenac 50mg dispersible tablets sugar free,1
1334,hasbled,bleeding_medications,S-329607001,Diclofenac sodium 75mg modified-release tablets,1
1335,hasbled,bleeding_medications,S-329598005,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets,1
1336,hasbled,bleeding_medications,S-37084611000001104,Diclofenac sodium 100mg modified-release capsules,1
1337,hasbled,bleeding_medications,S-329574003,Diclofenac sodium 75mg gastro-resistant modified-release capsules,1
1338,hasbled,bleeding_medications,S-11651311000001100,Diclofenac 50mg/5ml oral solution,1
1339,hasbled,bleeding_medications,S-37084911000001104,Diclofenac sodium 75mg modified-release capsules,1
1340,hasbled,bleeding_medications,S-329602007,Diclofenac sodium 75mg gastro-resistant / Misoprostol 200microgram tablets,1
1341,hasbled,bleeding_medications,S-8455411000001100,Diclofenac 25mg/5ml oral solution,1
1342,hasbled,bleeding_medications,S-8455511000001100,Diclofenac 25mg/5ml oral suspension,1
1343,hasbled,bleeding_medications,S-17369211000001100,Diclofenac 10mg dispersible tablets,1
1344,hasbled,bleeding_medications,S-11650911000001100,Diclofenac 12.5mg/5ml oral solution,1
1345,hasbled,bleeding_medications,S-11651011000001100,Diclofenac 12.5mg/5ml oral suspension,1
1346,hasbled,bleeding_medications,S-8455011000001100,Diclofenac 10mg/5ml oral solution,1
1347,hasbled,bleeding_medications,S-8455111000001100,Diclofenac 10mg/5ml oral suspension,1
1348,hasbled,bleeding_medications,S-19525111000001100,Ibuprofen 200mg effervescent tablets,1
1349,hasbled,bleeding_medications,S-32392411000001100,Ibuprofen 100mg chewable capsules,1
1350,hasbled,bleeding_medications,S-36608611000001104,Ibuprofen 200mg/5ml oral suspension sugar free,1
1351,hasbled,bleeding_medications,S-34878411000001100,Ibuprofen 200mg / Phenylephrine 6.1mg tablets,1
1352,hasbled,bleeding_medications,S-329714006,Indometacin 25mg capsules,1
1353,hasbled,bleeding_medications,S-329715007,Indometacin 50mg capsules,1
1354,hasbled,bleeding_medications,S-36046811000001104,Indometacin 75mg modified-release capsules,1
1355,hasbled,bleeding_medications,S-8561611000001100,Indometacin 25mg/5ml oral solution,1
1356,hasbled,bleeding_medications,S-12638611000001100,Indometacin 20mg/5ml oral solution,1
1357,hasbled,bleeding_medications,S-12638711000001100,Indometacin 20mg/5ml oral suspension,1
1358,hasbled,bleeding_medications,S-8561811000001100,Indometacin 50mg/5ml oral solution,1
1359,hasbled,bleeding_medications,S-8561911000001100,Indometacin 50mg/5ml oral suspension,1
1360,hasbled,bleeding_medications,S-12638011000001100,Indometacin 10mg/5ml oral solution,1
1361,hasbled,bleeding_medications,S-12638111000001100,Indometacin 10mg/5ml oral suspension,1
1362,hasbled,bleeding_medications,S-15914011000001100,Indometacin 5mg/5ml oral solution,1
1363,hasbled,bleeding_medications,S-15914111000001100,Indometacin 5mg/5ml oral suspension,1
1364,hasbled,bleeding_medications,S-376878007,Indometacin 25mg/5ml oral suspension,1
1365,hasbled,bleeding_medications,S-329758006,Ketoprofen 50mg capsules,1
1366,hasbled,bleeding_medications,S-3377811000001100,Ketoprofen 100mg capsules,1
1367,hasbled,bleeding_medications,S-36037011000001104,Ketoprofen 100mg modified-release capsules,1
1368,hasbled,bleeding_medications,S-36037311000001104,Ketoprofen 200mg modified-release capsules,1
1369,hasbled,bleeding_medications,S-36037211000001104,Ketoprofen 150mg modified-release capsules,1
1370,hasbled,bleeding_medications,S-16174311000001100,Ketoprofen 100mg / Omeprazole 20mg modified-release capsules,1
1371,hasbled,bleeding_medications,S-16174411000001100,Ketoprofen 200mg / Omeprazole 20mg modified-release capsules,1
1372,hasbled,bleeding_medications,S-329790001,Mefenamic acid 250mg capsules,1
1373,hasbled,bleeding_medications,S-35369111000001100,Mefenamic acid 50mg/5ml oral suspension,1
1374,hasbled,bleeding_medications,S-329803004,Mefenamic acid 500mg tablets,1
1375,hasbled,bleeding_medications,S-8662311000001100,Mefenamic acid 250mg/5ml oral suspension,1
1376,hasbled,bleeding_medications,S-8662411000001100,Mefenamic acid 500mg/5ml oral suspension,1
1377,hasbled,bleeding_medications,S-34618311000001100,Etoricoxib 60mg tablets (Teva UK Ltd),1
1378,hasbled,bleeding_medications,S-34620411000001100,Etoricoxib 60mg tablets (Aspire Pharma Ltd),1
1379,hasbled,bleeding_medications,S-34624411000001100,Etoricoxib 60mg tablets (Accord Healthcare Ltd),1
1380,hasbled,bleeding_medications,S-34691311000001100,Etoricoxib 60mg tablets (Mylan),1
1381,hasbled,bleeding_medications,S-34699011000001100,Etoricoxib 60mg tablets (A A H Pharmaceuticals Ltd),1
1382,hasbled,bleeding_medications,S-34710911000001100,Etoricoxib 60mg tablets (Alliance Healthcare (Distribution) Ltd),1
1383,hasbled,bleeding_medications,S-35160811000001100,Etoricoxib 60mg tablets (Milpharm Ltd),1
1384,hasbled,bleeding_medications,S-36833211000001104,Etoricoxib 60mg tablets (Torrent Pharma (UK) Ltd),1
1385,hasbled,bleeding_medications,S-37065011000001104,Etoricoxib 60mg tablets (Mawdsley-Brooks & Company Ltd),1
1386,hasbled,bleeding_medications,S-37355211000001104,Etoricoxib 60mg tablets (Zentiva),1
1387,hasbled,bleeding_medications,S-37377411000001104,Etoricoxib 60mg tablets (DE Pharmaceuticals),1
1388,hasbled,bleeding_medications,S-34618511000001100,Etoricoxib 90mg tablets (Teva UK Ltd),1
1389,hasbled,bleeding_medications,S-34620611000001100,Etoricoxib 90mg tablets (Aspire Pharma Ltd),1
1390,hasbled,bleeding_medications,S-34624611000001100,Etoricoxib 90mg tablets (Accord Healthcare Ltd),1
1391,hasbled,bleeding_medications,S-34691511000001100,Etoricoxib 90mg tablets (Mylan),1
1392,hasbled,bleeding_medications,S-34699211000001100,Etoricoxib 90mg tablets (A A H Pharmaceuticals Ltd),1
1393,hasbled,bleeding_medications,S-34711111000001100,Etoricoxib 90mg tablets (Alliance Healthcare (Distribution) Ltd),1
1394,hasbled,bleeding_medications,S-35161011000001100,Etoricoxib 90mg tablets (Milpharm Ltd),1
1395,hasbled,bleeding_medications,S-36833411000001104,Etoricoxib 90mg tablets (Torrent Pharma (UK) Ltd),1
1396,hasbled,bleeding_medications,S-37065411000001104,Etoricoxib 90mg tablets (Mawdsley-Brooks & Company Ltd),1
1397,hasbled,bleeding_medications,S-37355811000001104,Etoricoxib 90mg tablets (Zentiva),1
1398,hasbled,bleeding_medications,S-37377611000001104,Etoricoxib 90mg tablets (DE Pharmaceuticals),1
1399,hasbled,bleeding_medications,S-34618711000001100,Etoricoxib 120mg tablets (Teva UK Ltd),1
1400,hasbled,bleeding_medications,S-34620811000001100,Etoricoxib 120mg tablets (Aspire Pharma Ltd),1
1401,hasbled,bleeding_medications,S-34624711000001100,Etoricoxib 120mg tablets (Accord Healthcare Ltd),1
1402,hasbled,bleeding_medications,S-34691711000001100,Etoricoxib 120mg tablets (Mylan),1
1403,hasbled,bleeding_medications,S-34699411000001100,Etoricoxib 120mg tablets (A A H Pharmaceuticals Ltd),1
1404,hasbled,bleeding_medications,S-34711311000001100,Etoricoxib 120mg tablets (Alliance Healthcare (Distribution) Ltd),1
1405,hasbled,bleeding_medications,S-35161211000001100,Etoricoxib 120mg tablets (Milpharm Ltd),1
1406,hasbled,bleeding_medications,S-642111000001104,Persantin 10mg/2ml solution for injection ampoules,1
1407,hasbled,bleeding_medications,S-452911000001101,Persantin Retard 200mg capsules,1
1408,hasbled,bleeding_medications,S-23610211000001100,Persantin Retard 200mg capsules,1
1409,hasbled,bleeding_medications,S-269311000001103,Pyridantin 25mg tablets,1
1410,hasbled,bleeding_medications,S-596611000001106,Pyridantin 100mg tablets,1
1411,hasbled,bleeding_medications,S-24435511000001100,Attia 200mg modified-release capsules,1
1412,hasbled,bleeding_medications,S-26779011000001100,Ofcram PR 200mg capsules,1
1413,hasbled,bleeding_medications,S-34175911000001100,Trolactin 200mg modified-release capsules,1
1414,hasbled,bleeding_medications,S-36069911000001104,Dipyridamole 200mg modified-release / Aspirin 25mg capsules,1
1415,hasbled,bleeding_medications,S-3292511000001100,Asasantin Retard capsules,1
